"finn_id","title","price","size_sqm","rooms","address","neighborhood","property_type","year_built","broker","url","scraped_at","lat","lon","category","category_confidence","category_reasoning","classified_at","standard","standard_confidence","standard_reasoning"
"459811047","Iladalen - Lys og moderne 2-roms med garasjeplass og elbillader | Franske vinduer | Heis | Attraktiv beliggenhet ved Iladalen",NA,NA,NA,"Vøyensvingen 7, Oslo",NA,NA,NA,NA,"https://www.finn.no/realestate/homes/ad.html?finnkode=459811047","2026-04-16T13:36:27",NA,NA,"Central urban","medium","Modern 2-room apartment in Iladalen with attractive location, though limited details available. Appears to be mid-range urban apartment based on description.","2026-04-16T13:51:26","Good standard","low","Title mentions 'modern' with contemporary amenities (French windows, elevator, charging station) but lacks year built and detailed description. The 'modern' descriptor suggests acceptable current condition."
"447258027","Tøyentaket / Ensjø - Lekker gjennomgående 3-roms fra 2023 - Terasse på 13 kvm - Akonto v.v/ fyring inkludert - Nærhet til ""alt"" - Usjenert",6994350,75,3,"Ensjøveien 4G, Oslo",NA,"Leilighet",2023,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=447258027","2026-04-16T13:36:27",NA,NA,"New development","high","Built 2023, 3-room apartment with modern amenities (terrace, included heating), mid-range price (7M NOK), clearly a new construction property.","2026-04-16T13:51:26","High standard","high","New construction from 2023 with terrace. New builds of this era typically include modern kitchens, updated bathrooms, and quality finishes as standard."
"453417166","MAJORSTUA - Eksklusiv og stor selveierleilighet med 2 hybler=24K. 3 nye baderom. 2 nye vaskerom. Nytt kjøkken fra HTH.",18410050,201,7,"Trudvangveien 6B, Oslo",NA,"Leilighet",1926,"Meglervisning","https://www.finn.no/realestate/homes/ad.html?finnkode=453417166","2026-04-16T13:36:27",NA,NA,"Luxury","high","Large 7-room selfowner apartment in Majorstua with price of 18.4M NOK, premium finishes (3 bathrooms, new kitchen), and exclusive location indicating luxury property.","2026-04-16T13:51:26","High standard","high","Explicit mention of 'eksklusiv' (exclusive), 3 new bathrooms, 2 new laundry rooms, and new HTH kitchen indicates comprehensive recent renovation despite 1926 origin."
"434171309","Dal/Brenna - Stor og solrik tomt på 1,2 mål med utviklingspotensial | Enebolig med oppussingsbehov | Garasje | Stille og rolig",7073880,160,4,"Dalsroa 1, Oslo",NA,"Enebolig",1901,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=434171309","2026-04-16T13:36:27",NA,NA,"Renovation","high","Explicitly states 'oppussingsbehov' (renovation needed), 4-room house from 1901 on large plot with development potential, indicating as-is or renovation project.","2026-04-16T13:51:26","Renovation project","high","Title explicitly states 'oppussingsbehov' (renovation needed), and the very low price/m² (44,212 NOK/m²) well below Oslo averages confirms this is a fixer-upper property."
"460004460","Sjelden mulighet | Stor prosjektert villa | God takhøyde | Solrikt | Egen stor tomt | Dobbelgarasje m/innvendig adkomst",NA,NA,NA,"Cappelens vei 23B, Oslo",NA,NA,NA,NA,"https://www.finn.no/realestate/project/ad.html?finnkode=460004460","2026-04-16T13:36:27",NA,NA,"New development","high","Explicitly described as 'prosjektert villa' (project/planned villa) with development features, unknown price suggests new construction project in planning or early stages.","2026-04-16T13:51:26","Average / dated","low","Title mentions 'prosjektert villa' (planned/designed villa) but lacks year built and specific condition details. The emphasis on potential rather than current condition suggests unclear or undeveloped state."
"457551531","Lys og gjennomgående 2-roms med solrik utsiktsbalkong - Varmtvann/fyring inkl. - Rolig og skjermet beliggenhet!",4344308,57,2,"Lunden 7A, Oslo",NA,"Leilighet",1964,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=457551531","2026-04-16T13:36:27",NA,NA,"Student / young professional","high","Small 2-room apartment (57 m²), mid-range price (4.3M NOK), central location with good access, suitable for young professionals or students.","2026-04-16T13:51:26","Average / dated","medium","1964 apartment with no mention of renovation. Despite bright and airy qualities emphasized, the age and lack of explicit modernization references suggest dated finishes and normal wear."
"458163706","Smestad Hovedgård - Unik toppleilighet med vestvendt takterrasse på ca. 18 kvm | Garasjeplass m/EL | 3 sov & 2 bad | Attraktiv beliggenhet!",14131638,147,4,"Monolitveien 64, Oslo",NA,"Leilighet",1989,"DNB Eiendom","https://www.finn.no/realestate/homes/ad.html?finnkode=458163706","2026-04-16T13:36:27",NA,NA,"Luxury","high","Top-floor apartment at Smestad Hovedgård with terrace, 3 bedrooms, price of 14.1M NOK, premium location and distinctive features indicate luxury property.","2026-04-16T13:51:26","Good standard","medium","1989 apartment with attractive features (terrace, garage, 3 bedrooms, 2 bathrooms) described positively, but no explicit renovation mentioned. Reasonable condition for the age with good amenities."
"450908920","Nye Gamlebyen - Lys og attraktiv 2-romsleilighet | Populær beliggenhet i sjarmerende nabolag | Romslig balkong | Ingen forkjøpsrett",NA,NA,NA,"Alnagata 18, Oslo",NA,NA,NA,NA,"https://www.finn.no/realestate/homes/ad.html?finnkode=450908920","2026-04-16T13:36:27",NA,NA,"Central urban","medium","2-room apartment in Gamle Byen (central Oslo), attractive neighborhood location, mid-range based on description though price unknown. Central location takes precedence.","2026-04-16T13:51:26","Good standard","low","Title describes as 'lys og attraktiv' (bright and attractive) in popular neighborhood, but missing year built and detailed condition information. Descriptors suggest satisfactory modern condition."
"459891748","Iladalen - Delikat 2-R med fransk balkong og optimal planløsning. Oppusset 2021. Fyring, varmtv. og fibernett inkl. 5. etg. m/heis.",4587609,38,2,"Sagveien 9, Oslo",NA,"Leilighet",2007,"Mekleriet","https://www.finn.no/realestate/homes/ad.html?finnkode=459891748","2026-04-16T13:36:27",NA,NA,"Investment","high","2-room apartment in Sagveien (Iladalen area, near Grünerløkka/student areas), recently renovated (2021), small size (38 m²) with good amenities (heating, hot water, fiber included), mid-range price suggests strong rental yield potential for student/young professional market.","2026-04-16T13:51:30","Good standard","high","Built in 2007 with explicit renovation in 2021 ('Oppusset 2021'). The description indicates functional modern updates including heating, hot water, and fiber internet. Price/m² of 120,727 NOK supports a well-maintained property without luxury indicators."
"459897852","Haugerud - Tiltalende 2-roms m/balkong og utsikt - 7. etg med heis-IN-ordning -Fyring/v.v og TV/internett inkl. Garasje*",3799813,47,2,"Haugerudveien 74, Oslo",NA,"Leilighet",1970,"Nordvikbolig","https://www.finn.no/realestate/homes/ad.html?finnkode=459897852","2026-04-16T13:36:27",NA,NA,"Starter / budget","high","2-room apartment at 3.8M NOK with garage, modest size (47 m²), older building (1970), located in outer Oslo district (Haugerud). Positioned as affordable entry-level property for first-time buyers with practical amenities.","2026-04-16T13:51:30","Average / dated","high","Built in 1970 with no mention of renovation. The listing emphasizes basic amenities (heating, hot water, TV/internet) and parking, typical for older Oslo buildings with normal wear. Price/m² of 80,847 NOK indicates a functional but dated property."
"451461883","Vollebekk Stasjon - 2-roms toppleilighet med sørvestvendt balkong. Svært gode solforhold. Nært T-bane. Lav dok.avg. Est. ferdig Q4 26-Q1 27",4982655,44,2,"Hans Møller Gasmanns vei 3C, Oslo",NA,"Leilighet",2025,"Meglervisning","https://www.finn.no/realestate/homes/ad.html?finnkode=451461883","2026-04-16T13:36:27",NA,NA,"New development","high","Top-floor apartment completed Q4 2026/Q1 2027 with excellent sun exposure and proximity to T-bane (Vollebekk Station), clearly marketed as new construction project with estimated completion in near future.","2026-04-16T13:51:30","High standard","medium","Year built 2025 indicates newly constructed with modern standards. Description mentions toppleilighet (penthouse apartment) with favorable sun exposure and proximity to T-bane. Price/m² of 113,242 NOK is reasonable for new construction in Oslo, suggesting quality finishes typical of new developments."
"457890708","Frogner - Lys og smakfull 2-roms i 6. etasje | Koselig balkong | Ettertraktet beliggenhet | Vv & fyring inkl. | God planløsning",5954402,44,2,"Bygdøy allé 20, Oslo",NA,"Leilighet",1936,"Emeraeiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=457890708","2026-04-15T09:28:58",NA,NA,"Luxury","high","Located at Bygdøy allé 20 in Frogner, one of Oslo's most prestigious addresses, with 2 rooms in a well-maintained 1936 building. Frogner is explicitly mentioned as a luxury area in the guidelines.","2026-04-15T09:31:07","Good standard","medium","1936 building described as 'lys og smakfull' with good layout and included utilities, suggesting well-maintained condition without explicit renovation mention, placing it in the Good standard category."
"454090271","Vålerenga/Galgeberg - Særpreget 3-roms loftsleilighet med flott utsyn. Teglsteinvegger, takbjelker og god planløsning. Stor innvendig bod.",6919840,78,3,"St. Halvards gate 61 A, Oslo",NA,"Leilighet",1893,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=454090271","2026-04-15T09:28:58",NA,NA,"Central urban","high","3-room loft apartment in Vålerenga/Galgeberg (central Oslo district) with characteristic features (brick walls, ceiling beams), suitable for urban living but not luxury-tier.","2026-04-15T09:31:07","Good standard","medium","1893 loft apartment with character features (brick walls, beams) described positively with good layout, indicating preserved charm and functional condition without explicit renovation date."
"459787323","Populære Kiellands Plass - Attraktiv 1R mot indre gårdsrom - God takhøyde - Peis - Lave f.kost - Etterspurt beliggenhet - Perfekt førstegangskjøp!",4093047,36,1,"Maridalsveien 37A - 303 Anr. 7, Oslo",NA,"Leilighet",1897,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459787323","2026-04-15T09:28:58",NA,NA,"Starter / budget","high","1-room apartment at Kiellands Plass, described as perfect first-time purchase, small 36 m², central location with low common costs, ideal starter property.","2026-04-15T09:31:07","Good standard","medium","1897 building with fireplace and low costs, described as attractive and suitable for first-time buyers, suggesting decent maintained condition despite age without renovation specifics."
"454054828","Vålerenga/Galgeberg - Svært effektiv og romslig 2-roms i 3.etg med stort potensial. Klassisk bygård fra 1892. V.vann/internett inkludert.",3597340,36,2,"St. Halvards gate 61 B, Oslo",NA,"Leilighet",1892,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=454054828","2026-04-15T09:28:58",NA,NA,"Student / young professional","high","2-room, 36 m² apartment in central Vålerenga with low fees included, efficient layout, and accessible price point suitable for young professionals or students.","2026-04-15T09:31:07","Average / dated","medium","1892 building described as 'efficient and spacious' with 'great potential', suggesting dated condition that is functional but would benefit from modernization."
"459908319","Vålerenga/Galgeberg - Oppussingsobjekt med stort potensiale i sjarmerende bygård - Attraktiv beliggenhet - Varmtvann og internett inkl. i FK",4634990,56,3,"St. Halvards gate 61 A, Oslo",NA,"Leilighet",1892,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459908319","2026-04-15T09:28:58",NA,NA,"Renovation","high","Explicitly labeled 'Oppussingsobjekt' (renovation object) with 'stort potensiale', indicating property needing work, which takes precedence over location classification.","2026-04-15T09:31:07","Renovation project","high","Explicit use of 'Oppussingsobjekt' (renovation project) in title is a primary keyword indicating significant work required before comfortable habitation."
"455276337","Ekeberg / Ekebergskrenten - Lys og moderne 4-roms hjørneleilighet med fantastisk utsikt I Stor sydvendt balkong I Garasjeplass m/lader IBarnevennlig",7536463,82,4,"Valhallveien 6L, Oslo",NA,"Leilighet",2007,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=455276337","2026-04-15T09:28:58",NA,NA,"Central urban","high","Modern 4-room corner apartment from 2007 in Ekeberg with excellent amenities (garage with charger, balcony), mid-range size and features for urban family living.","2026-04-15T09:31:07","High standard","high","2007 building described as 'modern' with corner placement, large balcony, garage with charger, and family-friendly features indicating full modernization and good contemporary condition."
"443191746","Solrik, eksklusiv enebolig i rekke. Fjordutsikt, 3(4) sov, 3 bad, flere uteplasser og ungdomsavdeling i 1. etg*",16133850,187,5,"Frognerseterveien 41 D, Oslo",NA,"Rekkehus",2025,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=443191746","2026-04-15T09:28:58",NA,NA,"Luxury","high","Exclusive 187 m² terrace house built 2025 in prestigious Frogner area (Frognerseterveien) with fjord view, multiple bathrooms, and premium features. New construction in luxury location.","2026-04-15T09:31:07","Luxury finish","high","2025 new construction described as 'exclusive' with fjord views, 3-4 bedrooms, 3 bathrooms, multiple outdoor spaces, and youth wing indicating premium finish and bespoke design."
